UMAP1,UMAP2,Tissue
-11.161771014212023,-9.02087500961556,Lung
-19.82791801057084,-3.700326202114155,Lung
-20.24559201764444,-3.7570937983417263,Lung
-20.079408544157086,-3.740460273278976,Lung
-20.234663933350667,-3.8999749130727714,Lung
-20.316306062580686,-3.6053297227633427,Lung
-18.769906975507183,-1.1539744616881746,Lung
-18.775221783524017,-1.1640435928130828,Lung
-20.16026332977227,-3.6779476681426497,Lung
-20.024096967678386,-2.915463866369979,Lung
-19.61520306904444,-3.97918260729059,Lung
-19.894090245198544,-3.9695827567010658,Lung
-19.753337452586177,-4.016484869267952,Lung
-20.22306551182188,-3.9081692981455594,Lung
-19.98530336398707,-3.8306704347275793,Lung
-11.15657136608846,-9.029465094600129,Lung
-20.265671911377623,-3.1967832900297384,Lung
-20.38490638153757,-3.247066207834431,Lung
-19.66179759938513,-3.350213445110071,Lung
-18.781832863894735,-1.1762801479747005,Lung
-19.950454873723228,-3.7689681964121458,Lung
-19.91918952000023,-3.684250423368263,Lung
-19.708637435178836,-3.952369984319174,Lung
-19.92779618571553,-3.8597874854956418,Lung
-7.872453095150986,12.761879081025242,Lung
-11.103993880587952,-9.081032209954117,Lung
-19.700473206249242,-3.6990162205352632,Lung
-20.046654137820063,-3.957401223536934,Lung
-19.902543005197206,-3.794746290223988,Lung
-19.999299177864234,-2.8501522753425874,Lung
-20.06228308774604,-3.754046063467895,Lung
-20.166498472590558,-3.11518557189945,Lung
-18.752560682388907,-1.1297805631738276,Lung
-20.091974483545684,-4.33247979876634,Lung
-11.270612632657096,-8.913870380204354,Lung
-6.464345849444705,0.4563769983407841,Lung
-19.94175676500675,-3.2671520150883127,Lung
-19.392770948586403,-3.4835101372214137,Lung
-20.17622552810337,-3.626594352281716,Lung
-20.461340812609023,-3.911784503477774,Lung
-20.311710294061697,-3.162779071509176,Lung
-20.569033892011525,-3.7291685543234125,Lung
-20.08065579145053,-3.6333252203671065,Lung
-20.486058562987804,-3.6784141479307633,Lung
-19.749673023018655,-3.414851279692985,Lung
-19.88153964963157,-3.9028027086264303,Lung
-19.97971843750699,-3.338998249897676,Lung
-20.100058861082353,-4.025047122867933,Lung
-19.960549197974544,-3.9800479588402973,Lung
-20.316304461659147,-3.6224181558453434,Lung
-20.178928842111713,-4.479268554418184,Lung
-16.357960326350593,-3.380317719054535,Lung
-19.875849501669666,-3.6727368882584748,Lung
-20.078222747375747,-3.9974951706749073,Lung
-20.028572354376067,-2.8899979214750036,Lung
-16.330377471301095,-3.4056545915664986,Lung
-20.08845582804413,-4.363402024779524,Lung
-20.173751356210403,-4.28662403950661,Lung
-19.440296301057803,-2.8225603154174155,Lung
-20.192832469498327,-4.522316485159862,Lung
-7.855667690373723,12.737732060480845,Lung
-20.512291000021314,-3.882686946552134,Lung
-20.43479699222158,-3.4491906723683208,Lung
-20.195399899715795,-3.7170873932239905,Lung
-20.029342666917508,-3.711591961068535,Lung
-20.265925930809253,-3.468399341884138,Lung
-16.330397893548003,-3.4060066550813026,Lung
-7.872162499081465,12.761481319192965,Lung
-7.871729341748869,12.760856573518408,Lung
-20.21282354958807,-4.0279344297901725,Lung
-19.614774370303692,-3.17479402692298,Lung
-20.295129497693978,-3.4273982106569956,Lung
-20.176553077929658,-3.667232303605972,Lung
-19.788924261064963,-3.312869899277138,Lung
-20.40015077631768,-3.438875965782648,Lung
-20.33075206714394,-4.024468075050172,Lung
-11.155911673288399,-9.029549898729012,Lung
-11.207935019877153,-8.97775455772048,Lung
-20.02919372785293,-3.4436981845843917,Lung
-19.527993956961797,-3.4738155216039024,Lung
-20.255967499509584,-3.676511495641565,Lung
-20.24330632801601,-3.5086971126683166,Lung
-20.154913187596726,-3.0404847273507385,Lung
-19.434755021172148,-2.8215884248339993,Lung
-20.16769071233922,-4.478533492456403,Lung
-6.549929410167184,0.48865991798815483,Lung
-20.355650337500595,-3.9962350917079585,Lung
-20.542460763438502,-3.926808883740173,Lung
-20.434031576012483,-3.5231038369424095,Lung
-20.121958710042275,-3.667034407992305,Lung
-19.61897245016128,-3.267515742589664,Lung
-20.31185265161385,-3.6408682360747666,Lung
-20.05871621331753,-3.496824484878071,Lung
-11.171909900075224,-9.013661146666688,Lung
-20.422274837288715,-3.8395695930913742,Lung
-20.30777245313789,-3.803807922580859,Lung
-19.850833996686283,-3.9054817801500517,Lung
-7.871659163475332,12.760758879835468,Lung
-19.60087595616979,-3.913444577322447,Lung
-20.387997476534508,-3.4028365663959725,Lung
-20.715502806270383,-3.567281327963036,Lung
-20.47739225986154,-3.5392630763780035,Lung
-20.127714873765527,-3.1701656899763275,Lung
-19.39194541123875,-2.765500973773319,Lung
-20.40224895247379,-3.3158433742129416,Lung
-20.50563259908795,-3.831246628108371,Lung
-16.306518716134608,-3.42945208253101,Lung
-20.552010086806224,-3.4437839686688987,Lung
-20.25770174150971,-3.8636011373544257,Lung
