Symbol,A1,I1,A3,A4,I7,A6,A7,I4,A8,I6,A10
RAD9B,11,15,16,15,5,3,38,17,18,14,17
RADIL,114,51,37,122,15,26,103,124,24,57,66
RAE1,140,133,131,153,130,81,181,256,164,196,164
RAET1E,0,1,2,0,2,4,0,9,1,3,0
RAET1E-AS1,25,7,24,12,6,12,39,1,16,21,12
RAET1G,1,7,0,4,0,1,0,5,0,0,0
RAET1K,0,1,0,0,0,0,0,0,0,1,1
RAET1L,0,0,0,0,0,0,0,0,0,0,0
RAF1,4549,3593,3290,4164,3166,2400,5630,3322,4175,3318,3554
RAG1,4,9,3,5,0,1,5,5,8,6,3
RAG2,0,0,0,0,0,0,0,0,0,0,0
RAI1,173,289,220,400,209,122,303,362,157,576,243
RAI1-AS1,0,0,0,0,1,0,1,0,0,0,5
RAI14,19,81,84,68,49,38,38,201,30,205,49
RAI2,165,136,100,116,187,61,311,258,187,226,167
RALA,409,393,281,480,357,203,682,509,317,346,330
RALB,419,343,344,515,333,327,502,432,342,514,299
RALBP1,1174,1058,1015,1215,1241,696,1477,1490,1331,1057,1141
RALGAPA1,219,241,214,479,240,138,490,389,261,264,226
RALGAPA1P,15,31,20,41,7,14,28,20,14,12,15
RALGAPA2,934,779,677,1066,780,521,1447,1147,987,671,899
RALGAPB,418,350,372,634,383,226,732,556,510,432,436
RALGDS,554,705,396,668,519,281,674,1172,563,909,550
RALGPS1,166,104,121,128,187,64,213,132,150,136,144
RALGPS2,24,113,22,84,69,27,92,160,35,99,41
RALY,2697,2016,2537,2719,2337,1549,3185,2579,3134,2594,2021
RALY-AS1,4,0,1,3,1,4,1,0,0,0,0
RALYL,0,1,0,2,0,0,1,0,0,0,1
RAMP1,1812,1785,1775,1764,2004,1233,1521,1546,1655,2049,1330
RAMP2,212,350,363,383,212,286,503,785,282,528,323
RAMP2-AS1,12,15,7,20,4,12,20,42,15,24,17
RAMP3,134,233,189,157,145,70,139,495,180,251,171
RAN,1738,1490,1614,2272,2109,937,2481,1690,2118,1690,1888
RANBP1,397,454,405,443,491,204,478,548,422,428,369
RANBP10,412,487,388,604,416,271,687,777,456,434,477
RANBP17,6,4,0,3,4,2,6,17,4,9,2
RANBP2,1256,1176,1201,1769,936,637,1737,1468,1238,896,1145
RANBP3,577,740,612,817,639,380,836,982,714,774,659
RANBP3L,4,1,7,3,0,5,9,4,10,0,15
RANBP6,367,345,366,504,253,233,558,345,439,387,376
RANBP9,1384,860,959,1366,909,496,1843,1035,1245,821,929
RANGAP1,438,448,451,525,539,262,592,543,554,457,436
RANGRF,115,145,130,246,132,111,200,137,178,209,166
RAP1A,607,670,672,972,830,375,1290,811,848,625,675
RAP1B,415,592,384,568,427,241,627,662,403,443,377
RAP1GAP,0,9,5,0,2,1,0,66,0,29,0
RAP1GAP2,21,52,20,20,154,15,35,67,25,90,24
RAP1GDS1,70,109,76,72,122,37,122,158,61,138,79
RAP2A,245,428,237,442,579,158,605,360,318,263,276
RAP2B,68,104,71,96,89,59,125,203,74,136,84
RAP2C,250,377,228,502,466,152,597,371,319,316,360
RAP2C-AS1,22,23,21,61,47,18,56,32,22,35,46
RAPGEF1,3226,2591,3251,3841,3074,1788,5208,3747,2784,2576,2634
RAPGEF2,261,352,405,559,1473,272,605,796,354,530,435
RAPGEF3,151,256,304,243,236,146,157,333,318,272,340
RAPGEF4,20,18,41,28,15,14,23,41,20,33,22
RAPGEF4-AS1,0,0,0,0,0,0,0,0,0,0,0
RAPGEF5,59,89,98,111,182,89,74,198,73,238,102
RAPGEF6,65,97,83,128,110,42,128,154,73,106,59
RAPGEFL1,66,42,52,65,51,31,104,34,47,51,89
RAPH1,175,253,166,309,322,126,403,389,139,288,292
RAPSN,1330,1153,1104,1314,1374,728,1289,1235,1296,892,883
RARA,342,324,436,552,506,175,500,627,435,520,335
RARA-AS1,24,9,14,6,22,11,9,20,11,27,12
RARB,33,49,83,56,57,39,76,87,58,60,43
RARG,142,227,108,227,86,76,173,345,134,276,200
RARRES1,16,13,21,9,8,3,15,9,22,28,8
RARRES2,56,271,98,136,66,80,76,501,106,217,123
RARRES3,36,64,40,117,40,30,153,115,111,228,70
RARS,486,503,376,488,439,209,355,594,454,465,402
RARS2,247,293,241,222,272,169,339,329,305,298,228
RASA1,234,199,139,262,204,112,383,374,197,201,213
RASA2,35,78,37,55,67,26,60,94,25,63,45
RASA3,415,506,201,472,268,205,453,573,377,668,367
RASA4,2860,4628,3298,7191,3474,1092,5094,1229,2815,1624,3107
RASA4B,4068,8816,6788,9521,5747,3658,10467,2164,5990,2856,4537
RASA4CP,71,338,195,115,175,109,85,173,263,122,251
RASAL1,0,0,0,0,0,1,0,0,0,3,0
RASAL2,161,133,227,341,458,157,376,294,293,318,300
RASAL2-AS1,6,2,3,2,2,0,6,10,5,7,7
RASAL3,8,18,10,10,1,10,18,21,16,14,17
RASD1,750,189,34,85,3505,101,94,204,159,73,174
RASD2,245,62,192,256,28,123,521,95,428,164,210
RASEF,0,0,0,0,1,1,0,4,0,0,0
RASGEF1A,19,22,21,24,6,16,18,17,17,32,20
RASGEF1B,25,81,31,29,20,28,120,117,27,51,59
RASGEF1C,0,3,0,0,1,1,4,24,0,14,1
RASGRF1,0,0,0,0,0,0,0,0,0,1,2
RASGRF2,84,97,101,137,54,91,80,173,47,153,60
RASGRF2-AS1,1,2,0,0,1,0,0,0,0,0,0
RASGRP1,2,4,0,2,0,5,6,2,4,15,2
RASGRP2,77,98,115,90,74,60,93,164,106,170,137
RASGRP3,545,668,508,563,559,436,847,779,568,737,567
RASGRP4,8,18,1,13,3,9,37,25,11,29,17
RASIP1,196,285,237,229,344,159,165,531,247,399,299
RASL10A,8,11,8,9,9,6,14,39,17,24,31
RASL10B,873,823,893,911,452,431,609,1050,746,580,333
RASL11A,27,69,45,31,35,38,48,100,54,51,89
RASL11B,1,2,1,7,1,4,20,24,3,6,17
RASL12,458,393,354,478,177,239,634,312,544,484,428
RASSF1,169,201,140,168,327,142,262,341,195,282,204
RASSF1-AS1,0,4,3,3,6,1,2,2,4,5,1
RASSF10,10,12,22,16,1,9,26,35,13,13,20
RASSF2,22,109,33,69,50,51,79,218,51,278,71
RASSF3,1036,319,383,244,105,428,1667,321,284,530,397
RASSF4,553,497,367,421,842,160,592,639,515,938,487
RASSF5,64,42,31,36,33,19,59,57,58,56,62
RASSF6,29,6,0,7,0,4,0,10,0,6,5
RASSF7,8,24,13,18,8,10,15,46,14,53,14
RASSF8,310,275,346,675,630,235,800,420,344,314,390
RASSF8-AS1,47,23,32,42,44,35,64,22,41,30,25
RASSF9,12,43,17,40,5,4,17,72,27,54,15
RAVER1,203,229,212,275,217,110,201,332,197,232,205
RAVER2,540,431,537,711,436,336,711,531,458,413,403
RAX,0,0,0,0,0,0,0,0,0,0,0
RAX2,0,0,0,0,0,0,1,0,3,0,0
RB1,465,521,408,724,513,236,833,658,473,483,500
RB1CC1,1324,1074,874,1598,902,465,1772,1147,1225,1138,913
RBAK,196,172,203,287,245,105,307,343,206,227,179
RBAK-RBAKDN,0,0,1,0,1,0,2,2,0,0,0
RBAKDN,0,0,0,4,0,0,0,0,2,4,0
RBBP4,813,862,719,1038,633,450,1048,1160,751,914,750
RBBP5,172,191,169,253,138,60,217,284,171,147,192
RBBP6,528,593,550,631,939,261,680,574,466,498,483
RBBP7,1098,1237,1252,1536,1206,694,1474,1709,1216,1449,1122
RBBP8,6,28,25,19,39,10,23,53,15,26,27
RBBP8NL,0,0,0,0,0,0,0,0,0,0,0
RBBP9,74,104,59,84,80,34,107,146,83,89,96
RBCK1,570,693,690,817,558,406,826,1070,638,783,598
RBFA,293,271,203,215,265,167,302,386,251,270,189
RBFADN,4,1,0,2,0,2,3,3,3,2,2
RBFOX1,1555,1799,1171,2473,1661,1015,2489,3193,1472,1457,1975
RBFOX2,1257,1202,940,1517,875,820,2431,1818,1295,1713,1637
RBFOX3,0,0,0,0,0,0,0,0,0,0,0
RBKS,69,67,69,75,65,36,101,82,80,62,70
RBL1,198,207,204,276,177,114,328,253,252,291,190
RBL2,962,1079,717,1430,821,428,1246,1232,817,927,946
RBM10,361,456,335,489,324,221,465,763,439,372,478
RBM11,3,0,0,0,0,1,0,3,0,0,1
RBM12,372,533,373,626,420,209,484,692,319,412,394
RBM12B,55,85,70,103,23,45,112,171,92,75,92
RBM12B-AS1,2,1,0,1,0,0,0,2,2,0,1
RBM14,271,309,246,365,272,163,301,597,281,301,295
RBM14-RBM4,27,29,58,43,18,28,49,59,22,59,0
RBM15,83,60,72,107,98,39,114,91,74,61,93
RBM15B,229,335,240,367,380,228,336,621,242,484,316
RBM17,1084,1147,1045,1359,1246,618,1397,1292,1046,1194,1021
RBM18,705,591,470,857,654,300,1005,774,711,537,569
RBM19,242,261,190,351,211,126,335,227,271,301,263
RBM20,253,252,551,848,684,242,609,437,371,392,377
RBM22,406,522,499,669,413,284,593,731,449,445,462
RBM23,302,366,351,375,339,163,437,652,317,329,472
RBM24,3515,3700,2621,4154,3103,2139,4935,4019,3315,3164,3552
RBM25,440,608,449,733,544,254,728,609,572,668,630
RBM26,182,309,214,303,325,140,382,389,269,226,274
RBM26-AS1,3,5,6,12,1,6,7,11,4,12,14
RBM27,202,256,205,390,305,100,397,336,192,248,224
RBM28,130,166,180,195,209,97,148,233,182,205,216
RBM3,661,1340,747,1372,990,733,1481,1160,819,2219,864
RBM33,616,651,622,664,614,348,1043,898,669,726,864
RBM34,319,367,236,351,248,138,468,409,359,343,314
RBM38,6151,4888,4805,6344,5038,3769,8078,3846,7129,4684,4786
RBM39,1071,1357,1044,1505,1206,624,1623,1711,1303,1201,1652
RBM4,537,682,527,648,624,333,618,974,608,574,588
RBM41,320,353,193,346,203,119,512,417,289,283,298
RBM42,834,909,832,990,700,437,996,1036,963,964,760
RBM43,44,57,47,81,5,37,146,123,68,81,33
RBM44,6,0,2,6,2,0,8,11,2,4,6
RBM45,49,29,37,67,34,22,36,47,53,42,64
RBM46,0,0,0,0,0,0,0,0,0,0,0
RBM47,0,14,0,3,5,1,4,9,1,15,5
RBM48,130,175,139,207,100,83,161,244,175,138,148
RBM4B,83,154,104,113,58,89,149,269,120,91,124
RBM5,548,852,574,808,622,475,867,1277,822,757,990
RBM5-AS1,0,0,0,0,0,0,0,0,0,0,0
RBM6,394,575,531,446,439,264,608,945,644,638,819
RBM7,118,180,123,194,238,66,168,226,134,121,129
RBM8A,1347,1062,1057,1280,1364,607,1685,1433,966,1044,1188
RBMS1,190,377,226,319,318,143,543,686,208,446,294
RBMS2,219,219,270,279,278,174,233,405,251,458,265
RBMS3,116,158,163,266,188,78,331,284,179,224,192
RBMS3-AS1,0,0,0,0,0,0,0,0,0,0,0
RBMS3-AS3,30,24,30,42,22,13,46,41,42,39,39
RBMX,1360,1815,1431,1918,1315,980,1581,3186,1366,1809,1456
RBMX2,109,172,107,147,133,64,129,247,148,159,144
RBMXL1,123,136,121,183,133,89,189,205,125,184,138
RBMXL2,0,0,0,0,0,0,0,0,0,0,0
RBMXL3,0,0,0,0,0,0,0,0,0,0,0
RBMY1A1,0,0,0,0,0,0,0,0,0,0,0
RBMY1A3P,0,0,0,0,0,0,0,0,0,0,0
RBMY1B,0,0,0,0,0,0,0,0,0,0,0
RBMY1D,0,0,0,0,0,0,0,0,0,0,0
RBMY1E,0,0,0,0,0,0,0,0,0,0,0
RBMY1F,0,0,0,0,0,0,0,0,0,0,0
RBMY1J,0,0,0,0,0,0,0,0,0,0,0
RBMY2EP,0,0,0,0,0,0,0,0,0,0,0
RBMY2FP,0,0,0,0,0,0,0,0,0,0,0
RBMY3AP,0,0,0,0,0,0,0,0,0,0,0
RBP1,50,136,60,92,114,45,61,176,54,354,50
RBP2,0,0,0,0,0,0,0,0,0,0,0
RBP3,0,0,0,0,0,0,0,0,0,0,0
RBP4,8,172,17,44,4,38,9,24,17,33,10
RBP5,1,1,0,5,0,1,2,2,3,1,7
RBP7,52,90,35,56,46,54,49,65,19,116,33
RBPJ,418,488,335,673,404,235,804,822,456,478,511
RBPJL,0,0,0,0,0,0,0,0,0,0,0
RBPMS,110,146,199,168,172,175,156,504,153,239,373
RBPMS-AS1,1,1,0,0,0,0,4,0,1,2,0
RBPMS2,32,30,103,60,65,42,75,81,71,62,192
RBSN,472,467,340,676,448,294,677,648,573,533,454
RBX1,559,467,610,582,611,339,738,670,635,591,508
RC3H1,453,212,307,648,407,124,512,349,394,189,408
RC3H2,140,125,99,225,151,93,161,199,119,117,126
RCAN1,265,234,260,406,430,166,575,358,359,393,439
RCAN2,979,456,1396,2203,1069,500,2215,725,1244,779,1218
RCAN3,11,15,10,28,18,15,12,32,22,36,11
RCAN3AS,0,0,0,0,0,0,0,0,0,2,0
RCBTB1,147,125,81,218,191,42,222,180,132,141,123
RCBTB2,127,164,129,192,91,90,183,206,134,186,157
RCC1,115,112,95,131,58,62,142,129,98,100,109
RCC2,129,157,116,170,147,79,117,335,125,234,124
RCCD1,67,72,77,131,132,36,75,137,103,123,136
RCE1,56,49,35,56,85,25,48,144,62,79,74
RCHY1,318,271,372,554,305,196,610,281,347,296,322
RCL1,195,221,189,205,309,149,228,273,172,182,196
RCN1,348,691,320,651,591,251,803,907,405,778,452
RCN2,648,437,444,572,636,251,1024,436,660,487,458
RCN3,79,217,116,102,120,88,186,317,80,320,116
RCOR1,334,332,285,561,309,145,569,558,318,375,341
RCOR2,33,48,16,28,31,10,94,82,40,42,54
RCOR3,1160,983,1043,1476,1137,584,1897,1251,1348,979,1229
RCSD1,2826,3330,2448,3251,1933,2468,4094,2755,2723,4110,2203
RCVRN,2,1,2,1,0,1,0,1,1,0,0
RD3,0,0,0,0,0,0,0,0,0,0,0
RD3L,0,0,10,1,0,0,0,0,3,0,0
RDH10,84,54,65,128,85,40,216,105,96,64,103
RDH10-AS1,0,0,0,0,0,0,0,0,0,0,0
RDH11,90,167,104,120,139,74,180,242,139,199,121
RDH12,0,0,0,2,0,0,0,0,0,1,0
RDH13,124,71,102,202,119,79,131,124,132,106,86
RDH14,452,340,303,440,295,233,456,435,407,308,328
RDH16,0,0,0,2,0,0,1,0,0,2,1
RDH5,25,75,48,47,39,30,12,40,32,28,67
RDH8,0,0,0,0,0,0,0,0,0,0,0
RDM1,0,0,0,0,0,0,0,1,0,0,0
RDX,1925,1702,1712,2886,1782,961,3051,1916,1900,1483,1743
REC114,0,0,0,0,0,0,0,0,0,0,0
REC8,6,15,9,4,7,6,9,10,9,21,14
RECK,96,184,81,185,105,52,181,324,68,204,99
RECQL,179,253,147,225,180,91,273,325,171,282,182
RECQL4,8,25,25,31,7,8,14,51,18,32,14
RECQL5,118,160,70,125,105,80,174,281,142,142,155
REEP1,361,317,262,360,156,191,529,330,269,286,365
REEP2,341,113,264,243,43,197,250,121,307,358,226
REEP3,120,137,148,321,191,82,327,216,147,140,158
REEP4,21,37,22,37,23,15,37,88,26,56,46
REEP5,1545,1354,1635,2472,1691,903,3164,1736,2048,1336,1863
REEP6,27,53,65,59,40,11,15,46,16,55,18
REG1A,0,0,0,0,0,0,0,0,0,0,0
REG1B,0,0,0,0,0,0,0,0,0,0,0
REG1P,0,0,0,0,0,0,0,0,0,0,0
REG3A,0,0,0,0,0,0,0,0,0,0,0
REG3G,0,0,0,0,0,0,0,0,0,0,0
REG4,0,0,0,0,0,0,0,0,0,0,0
REL,32,45,47,84,68,16,82,107,44,75,50
RELA,651,842,775,1068,689,423,928,1288,739,858,759
RELB,113,100,97,100,140,53,157,133,119,98,114
RELL1,95,125,119,151,180,56,96,294,60,216,140
RELL2,1,3,11,5,8,2,7,19,0,2,6
RELN,10,53,49,48,19,18,12,222,8,141,18
RELT,457,264,187,290,490,118,469,265,219,88,225
REM1,29,27,48,59,19,47,47,79,40,115,51
REM2,0,0,2,4,2,0,3,2,0,6,7
REN,0,0,0,0,0,0,0,0,0,0,0
RENBP,12,20,17,33,8,16,34,31,20,30,25
REP15,4,2,5,2,3,1,5,10,3,3,1
REPIN1,3917,3022,2913,4551,2679,1465,6358,3956,4083,3245,2685
REPS1,230,303,300,309,244,194,287,372,205,295,234
REPS2,11,16,1,20,13,5,16,27,17,23,5
RER1,1153,1074,892,1207,990,626,1506,1313,1351,1181,1228
RERE,2007,2497,2346,4537,4812,1218,2895,4550,1863,2393,2394
REREP3,0,0,0,0,0,0,0,0,0,0,0
RERG,36,39,49,91,44,50,112,108,65,63,87
RERG-AS1,0,4,4,6,2,0,1,5,1,4,0
RERGL,82,55,89,62,11,135,55,176,90,121,337
RESP18,0,0,0,0,0,0,0,0,0,0,0
REST,188,292,139,287,186,101,435,397,191,235,204
RET,168,396,83,201,167,108,342,404,168,442,172
RETN,0,0,0,0,0,0,0,0,0,0,1
RETNLB,0,0,0,0,0,0,0,0,0,0,0
RETSAT,618,1078,436,1707,642,359,743,1412,976,1301,1178
REV1,495,520,511,893,765,233,627,719,592,571,491
REV3L,271,411,253,453,369,151,393,600,309,522,229
REXO1,403,415,437,470,574,263,487,649,456,504,507
REXO1L2P,0,0,0,0,0,0,0,0,0,0,0
REXO2,368,298,313,444,209,161,383,353,389,323,428
REXO4,701,620,557,659,680,404,1056,662,896,514,633
RFC1,364,482,356,356,327,225,417,526,345,519,316
RFC2,180,296,206,230,147,147,259,384,245,276,196
RFC3,46,49,57,42,37,23,51,142,26,53,22
RFC4,63,69,63,46,55,33,88,105,46,102,66
RFC5,51,49,75,43,28,30,51,123,49,53,46
RFESD,45,39,31,53,39,30,44,48,45,51,39
RFFL,114,95,150,246,73,52,152,170,142,105,239
RFK,173,136,136,267,229,71,358,163,166,132,167
RFNG,615,429,678,666,491,322,788,684,807,399,652
RFPL1,0,0,0,0,0,0,0,0,0,0,0
RFPL1S,1,1,0,0,3,0,1,0,12,4,1
RFPL2,0,0,0,0,0,0,0,0,0,0,0
RFPL3,0,0,0,0,0,0,0,0,0,0,0
RFPL3S,1,0,3,2,0,0,3,1,2,0,4
RFPL4A,0,0,0,0,0,0,1,0,0,0,0
RFPL4AL1,0,0,0,0,0,0,0,0,0,0,2
RFPL4B,0,2,0,0,0,0,1,4,0,3,0
RFT1,39,75,43,92,63,37,72,111,64,90,63
RFTN1,836,1049,744,881,1500,557,428,1356,399,1128,524
RFTN2,15,57,37,18,50,12,34,95,30,77,24
RFWD2,357,284,266,347,318,152,475,320,351,345,275
RFWD3,72,80,54,80,54,30,56,122,54,70,42
RFX1,175,130,137,177,190,103,260,362,256,156,175
RFX2,8,57,21,57,15,34,111,59,99,132,54
RFX3,30,27,52,53,29,27,54,82,41,68,63
RFX3-AS1,6,2,3,10,0,4,8,0,7,8,3
RFX4,0,1,0,0,0,0,0,0,0,4,0
RFX5,380,425,272,293,164,153,598,282,413,259,419
RFX6,0,0,0,0,0,0,0,0,0,0,0
RFX7,187,302,267,347,273,152,503,478,253,305,324
RFX8,1,2,0,0,1,0,0,1,0,5,0
RFXANK,316,273,291,455,205,149,315,385,353,227,283
RFXAP,35,54,28,52,56,30,94,92,37,71,33
RGAG1,1,0,1,0,1,5,4,0,3,5,5
RGAG4,26,82,21,44,41,33,65,67,24,60,53
RGCC,174,266,279,268,414,236,333,310,284,359,219
RGL1,48,169,69,82,61,93,126,351,32,290,59
RGL2,1086,673,868,1044,695,524,942,1007,920,756,784
RGL3,23,10,28,24,12,9,16,26,24,7,36
RGL4,0,0,0,0,0,0,0,0,0,1,0
RGMA,4685,3662,3669,4634,3540,2054,6508,2878,3388,3853,3790
RGMB,922,876,496,633,372,407,1417,1473,752,978,568
RGMB-AS1,2,6,1,0,0,1,3,1,2,1,6
RGN,118,92,77,165,85,74,150,58,170,91,143
RGP1,151,137,114,271,165,109,180,148,128,92,131
RGPD1,11,12,11,18,28,0,0,19,19,46,36
RGPD2,12,9,24,0,0,6,1,0,0,0,0
RGPD3,0,0,2,11,0,2,1,4,1,0,8
RGPD4,0,11,5,4,3,6,4,14,0,0,11
RGPD4-AS1,0,0,0,0,0,0,0,0,0,0,0
RGPD5,356,296,56,441,391,116,680,353,181,188,390
RGPD6,0,0,0,0,0,0,75,0,0,0,0
RGPD8,152,0,136,81,30,75,161,0,257,0,31
RGR,0,1,0,0,3,3,2,9,2,10,0
RGS1,3,4,0,1,6,0,1,2,0,3,0
RGS10,98,348,69,120,50,174,220,512,44,181,104
RGS11,26,25,5,20,19,21,44,42,41,38,105
RGS12,264,347,289,383,372,203,412,492,330,467,247
RGS13,0,1,0,0,0,0,9,2,5,8,2
RGS14,110,126,121,108,64,44,159,225,122,130,84
RGS16,19,27,48,31,84,19,17,53,25,118,20
RGS17,0,0,0,0,0,0,0,2,0,0,0
RGS18,0,5,1,0,1,0,2,7,2,5,5
RGS19,24,28,18,22,27,14,26,33,24,42,26
RGS2,18,57,24,29,51,21,24,94,28,72,56
RGS20,0,1,0,0,0,3,1,0,0,1,0
RGS21,0,0,0,0,0,0,0,0,0,0,0
RGS22,0,1,1,1,1,1,0,1,0,0,0
RGS3,541,837,698,1037,589,314,519,645,876,918,721
RGS4,1,12,11,14,3,1,7,13,2,12,13
RGS5,2861,1813,3370,5017,2182,3051,5432,2258,4337,4252,2647
RGS6,6,64,37,28,13,40,29,89,16,95,59
RGS7,0,0,0,0,0,0,0,0,0,2,0
RGS7BP,4,16,10,13,3,9,12,37,7,19,17
RGS8,0,0,0,0,0,0,0,0,0,0,0
RGS9,16,8,7,4,0,5,8,4,7,7,1
RGS9BP,123,39,137,152,107,49,439,134,249,50,218
RGSL1,0,0,0,0,0,0,0,0,0,0,0
RHAG,0,0,1,0,0,0,0,0,0,0,0
RHBDD1,155,166,161,234,190,99,263,229,171,182,136
RHBDD2,223,194,159,349,244,95,287,215,202,222,336
RHBDD3,140,130,124,151,166,52,141,118,148,180,123
RHBDF1,180,255,227,299,335,162,245,517,238,422,393
RHBDF2,114,51,65,156,107,59,52,141,95,134,82
RHBDL1,0,5,6,3,0,1,0,3,6,1,1
RHBDL2,1,0,0,0,0,0,2,0,0,2,0
RHBDL3,1,1,0,2,2,4,3,15,0,13,1
RHBG,0,0,0,0,0,0,0,0,0,0,0
RHCE,16,7,7,18,14,7,22,7,6,20,7
RHCG,0,0,0,0,0,0,0,0,0,0,0
RHD,0,0,0,0,0,0,0,0,2,2,1
RHEB,1115,1079,988,1573,1065,618,1481,1476,1367,1118,1113
RHEBL1,0,5,6,7,1,0,10,2,0,0,4
RHNO1,77,75,74,119,100,76,111,131,111,85,93
RHO,0,0,0,3,0,0,2,0,0,0,0
RHOA,2977,3735,2818,3925,4720,1825,5720,5620,3272,3909,3704
RHOB,4094,3547,1819,2089,4346,1748,3550,6946,2369,3908,3042
RHOBTB1,4748,3359,2515,2265,2146,2297,4722,2689,2908,2618,3262
RHOBTB2,533,503,480,801,665,297,553,560,472,488,481
RHOBTB3,345,470,335,697,706,227,688,998,373,519,447
RHOC,415,612,748,705,753,490,709,1058,632,900,679
RHOD,131,341,125,195,94,85,283,142,140,106,235
RHOF,12,20,16,19,6,9,19,22,6,38,12
RHOG,201,226,251,274,272,140,303,301,241,259,186
RHOH,4,1,3,0,0,0,0,0,2,7,6
RHOJ,98,238,96,129,93,76,195,368,135,241,101
RHOQ,4424,3386,4036,7096,5530,2522,7022,2605,4928,3103,4414
RHOT1,528,469,517,610,476,258,846,443,565,411,397
RHOT2,730,590,645,656,574,313,615,823,674,851,703
RHOU,444,242,316,589,836,207,659,500,630,365,222
RHOV,2,0,0,0,0,0,0,0,0,0,0
RHOXF1,0,0,0,0,0,2,1,1,0,0,2
RHOXF1-AS1,17,1,1,30,26,3,55,13,6,5,71
RHOXF1P1,0,0,0,0,0,0,0,0,0,0,0
RHOXF2,0,0,0,0,0,0,0,0,0,0,0
RHOXF2B,0,0,0,0,0,0,0,0,0,0,0
RHPN1,4,13,8,3,7,2,2,25,3,18,18
RHPN1-AS1,12,3,3,5,0,9,22,2,3,3,3
RHPN2,2,5,7,6,3,2,6,25,7,10,2
RIBC1,7,10,4,4,5,2,5,15,7,8,6
RIBC2,0,0,0,0,0,0,0,2,0,0,3
RIC1,256,207,176,408,291,94,309,316,233,261,248
RIC3,44,33,45,71,18,25,59,9,64,21,99
RIC8A,507,509,461,613,543,288,689,873,592,669,504
RIC8B,151,219,197,237,212,115,238,201,217,256,197
RICTOR,238,236,329,533,591,101,440,387,321,289,371
RIF1,317,470,274,510,314,200,560,501,260,272,319
RIIAD1,1,0,1,0,1,3,7,3,7,3,1
RILP,1552,954,1102,1167,927,686,1221,1033,1484,1039,952
RILPL1,1435,1000,1299,1745,1437,822,2260,1067,1720,1309,1315
RILPL2,50,52,67,71,37,47,60,122,63,114,65
RIMBP2,5,4,9,5,11,7,36,8,0,18,7
RIMBP3,0,3,0,4,0,0,4,0,0,0,0
RIMBP3B,0,3,0,0,0,4,0,5,0,2,3
RIMBP3C,0,0,0,0,0,0,0,0,0,0,0
RIMKLA,35,9,13,62,23,18,93,8,45,8,20
RIMKLB,92,153,144,256,177,64,243,228,146,241,256
RIMS1,0,2,9,21,0,3,18,2,8,6,3
RIMS2,0,0,0,0,0,0,0,0,1,0,0
RIMS3,9,10,26,21,5,20,22,36,13,28,26
RIMS4,52,77,28,18,14,13,37,108,41,14,35
RIN1,49,80,70,48,34,28,75,140,80,81,59
RIN2,175,258,176,267,199,177,244,636,199,480,190
RIN3,73,169,153,92,136,48,111,206,83,249,70
RING1,385,523,419,450,385,199,514,775,417,488,433
RINL,31,50,40,66,48,18,27,100,41,70,39
RINT1,239,255,214,362,251,125,337,285,248,239,220
RIOK1,169,217,141,186,202,74,212,328,179,166,152
RIOK2,214,297,258,275,211,108,245,289,215,255,222
RIOK3,1192,925,802,1647,1308,554,1564,1114,1260,995,923
RIPK1,115,118,121,165,199,78,137,205,141,201,170
RIPK2,28,31,23,24,59,13,32,50,23,45,29
RIPK3,13,21,23,13,10,8,21,36,19,27,24
RIPK4,0,0,0,0,0,0,0,4,0,1,0
RIPPLY1,0,2,0,7,2,2,6,4,0,6,3
RIPPLY2,0,0,1,1,0,0,4,0,1,0,1
RIPPLY3,0,0,0,0,0,0,0,0,0,0,0
RIT1,80,157,103,132,178,36,154,242,119,130,116
RIT2,0,0,0,0,0,0,0,0,0,0,0
RITA1,830,596,785,799,592,461,1032,531,1076,682,702
RLBP1,4,0,1,4,0,1,0,0,0,13,0
RLF,177,245,174,242,292,84,261,346,159,239,115
RLIM,270,346,254,437,340,158,380,413,245,334,284
RLN1,0,0,0,0,0,1,0,0,0,1,0
RLN2,0,1,0,2,0,0,0,0,0,0,0
RLN3,0,0,1,0,0,3,0,0,0,0,0
RLTPR,2,0,2,3,4,0,2,5,0,11,13
RMDN1,875,845,765,1094,971,508,1452,841,1190,1061,859
RMDN2,21,47,37,60,20,21,46,47,25,34,33
RMDN2-AS1,0,0,0,0,0,0,0,0,0,0,0
RMDN3,290,261,285,222,189,151,340,344,236,268,280
RMI1,60,55,56,101,63,46,58,88,69,85,56
RMI2,5,24,6,18,4,10,33,42,27,19,23
RMND1,180,164,173,272,185,123,152,206,163,147,145
RMND5A,2395,2556,1661,2793,1708,915,3442,2471,2081,1821,1936
RMND5B,636,323,483,707,409,236,551,562,553,399,464
RMRP,1,3,5,4,17,5,14,25,1,5,4
RMST,1,0,0,0,0,0,0,0,0,0,2
RN7SK,74,73,66,95,85,41,106,183,66,52,48
RN7SL1,33,40,22,59,65,34,83,54,20,22,41
RN7SL2,198,203,164,334,216,93,437,320,141,124,121
RNA18S5,65164,42373,51103,69411,49849,46812,72637,115187,46056,39913,30835
RNA28S5,236206,175785,188392,290392,156498,155113,350367,340939,175101,214903,112303
RNA45S5,1222,863,1608,1808,2508,1650,1090,1945,1362,2032,1148
RNA5-8S5,174,98,145,201,169,81,208,224,136,220,124
RNA5S1,0,0,0,0,0,0,0,0,0,0,0
