Unnamed: 0,BioSample,BioProject,LibraryLayout,Platform,Model,Subspecies,Breed,Predicted breed label,Breed group,Sex,Age,Clean reads,Mapped reads,Mapping rate,Expressed gene count,Expressed gene ratio,Tissue class,Main categories,Sub categories,Note,Used in molQTL analysis,BioSample.WGS
5862,SAMN10614786,PRJNA510770,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"21,900,659","20,986,751",0.9583,14527,0.4553,Parthenogenetic-activated oocyte,Oocyte,Oocyte,,Yes,
5863,SAMN10614787,PRJNA510770,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"24,634,635","23,485,855",0.9534,14369,0.4503,Parthenogenetic-activated oocyte,Oocyte,Oocyte,,Yes,
5864,SAMN10614788,PRJNA510770,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"23,845,214","22,916,200",0.961,14464,0.4533,Parthenogenetic-activated oocyte,Oocyte,Oocyte,,Yes,
5865,SAMN10614809,PRJNA510770,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"21,427,936","20,570,159",0.96,14379,0.4506,In vitro fertilized oocyte,Oocyte,Oocyte,,Yes,
5866,SAMN10614810,PRJNA510770,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"20,878,822","19,907,791",0.9535,16326,0.5117,In vitro fertilized oocyte,Oocyte,Oocyte,,Yes,
5867,SAMN10614811,PRJNA510770,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"19,815,893","18,899,461",0.9538,14422,0.452,In vitro fertilized oocyte,Oocyte,Oocyte,,Yes,
5868,SAMN10614812,PRJNA510770,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Duroc x (Landrace x Yorkshire),Cross,Unknown,Unknown,"20,890,183","19,886,502",0.952,14477,0.4537,In vitro fertilized oocyte,Oocyte,Oocyte,,Yes,
5869,SAMN10614813,PRJNA510770,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"22,912,870","21,897,552",0.9557,15557,0.4876,In vitro fertilized oocyte,Oocyte,Oocyte,,Yes,
5870,SAMN10640445,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"23,729,514","22,273,227",0.9386,17762,0.5567,Muscle,Muscle,Muscle,,Yes,
5871,SAMN10640446,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"23,542,927","20,446,058",0.8685,15483,0.4852,Muscle,Muscle,Muscle,,Yes,
5872,SAMN10640447,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"26,149,017","23,557,376",0.9009,15329,0.4804,Muscle,Muscle,Muscle,,No,
5873,SAMN10640448,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"29,272,293","24,633,114",0.8415,16069,0.5036,Muscle,Muscle,Muscle,,Yes,
5874,SAMN10640449,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"22,046,151","18,411,693",0.8351,15380,0.482,Muscle,Muscle,Muscle,,Yes,
5875,SAMN10640450,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"26,617,043","23,998,935",0.9016,15125,0.474,Muscle,Muscle,Muscle,,Yes,
5876,SAMN10640451,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"29,429,969","26,430,768",0.8981,15769,0.4942,Muscle,Muscle,Muscle,,Yes,
5877,SAMN10640452,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"28,296,212","24,733,506",0.8741,16492,0.5169,Muscle,Muscle,Muscle,,Yes,
5878,SAMN10640453,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"24,758,362","23,212,581",0.9376,17731,0.5557,Muscle,Muscle,Muscle,,Yes,
5879,SAMN10640454,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"23,004,318","21,508,945",0.935,16046,0.5029,Muscle,Muscle,Muscle,,Yes,
5880,SAMN10640455,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"18,863,195","15,305,333",0.8114,14460,0.4532,Muscle,Muscle,Muscle,,Yes,
5881,SAMN10640456,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"22,808,145","21,406,327",0.9385,17408,0.5456,Muscle,Muscle,Muscle,,Yes,
5882,SAMN10640457,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"20,429,183","16,734,437",0.8191,13924,0.4364,Muscle,Muscle,Muscle,,Yes,
5883,SAMN10640458,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"20,126,542","18,900,940",0.9391,17272,0.5413,Muscle,Muscle,Muscle,,Yes,
5884,SAMN10640459,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"24,561,095","22,948,525",0.9343,17278,0.5415,Muscle,Muscle,Muscle,,Yes,
5885,SAMN10640460,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"21,978,298","17,949,841",0.8167,14928,0.4678,Muscle,Muscle,Muscle,,Yes,
5886,SAMN10640461,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"22,142,680","18,189,344",0.8215,14208,0.4453,Muscle,Muscle,Muscle,,Yes,
5887,SAMN10640462,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"20,310,847","17,273,546",0.8505,15945,0.4997,Muscle,Muscle,Muscle,,Yes,
5888,SAMN10640463,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"28,540,137","23,377,278",0.8191,15887,0.4979,Muscle,Muscle,Muscle,,Yes,
5889,SAMN10640464,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"21,373,854","17,345,190",0.8115,14625,0.4583,Muscle,Muscle,Muscle,,Yes,
5890,SAMN10640465,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"17,528,745","14,212,426",0.8108,14340,0.4494,Muscle,Muscle,Muscle,,Yes,
5891,SAMN10640466,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"20,871,498","17,713,228",0.8487,15862,0.4971,Muscle,Muscle,Muscle,,Yes,
5892,SAMN10640467,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"19,814,288","16,068,340",0.8109,14431,0.4523,Muscle,Muscle,Muscle,,Yes,
5893,SAMN10640468,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"27,083,434","21,955,816",0.8107,15366,0.4816,Muscle,Muscle,Muscle,,Yes,
5894,SAMN10640469,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"22,986,527","18,769,989",0.8166,15610,0.4892,Muscle,Muscle,Muscle,,Yes,
5895,SAMN10640470,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"21,705,149","17,625,618",0.812,14851,0.4654,Muscle,Muscle,Muscle,,Yes,
5896,SAMN10640471,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"21,235,738","18,079,956",0.8514,15284,0.479,Muscle,Muscle,Muscle,,Yes,
5897,SAMN10640472,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"23,923,445","19,612,626",0.8198,15993,0.5012,Muscle,Muscle,Muscle,,Yes,
5898,SAMN10640473,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"24,380,473","21,823,838",0.8951,15066,0.4722,Muscle,Muscle,Muscle,,Yes,
5899,SAMN10640474,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"22,201,957","18,488,408",0.8327,15755,0.4938,Muscle,Muscle,Muscle,,Yes,
5900,SAMN10640475,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"20,297,544","17,399,280",0.8572,15138,0.4744,Muscle,Muscle,Muscle,,Yes,
5901,SAMN10640476,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"23,924,610","22,333,991",0.9335,16777,0.5258,Muscle,Muscle,Muscle,,Yes,
5902,SAMN10640477,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"18,250,268","14,778,311",0.8098,14854,0.4655,Muscle,Muscle,Muscle,,Yes,
5903,SAMN10640478,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"24,144,225","20,574,204",0.8521,15742,0.4934,Muscle,Muscle,Muscle,,Yes,
5904,SAMN10640479,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"18,175,399","14,662,474",0.8067,14580,0.4569,Muscle,Muscle,Muscle,,Yes,
5905,SAMN10640480,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"24,840,794","23,403,232",0.9421,17790,0.5575,Muscle,Muscle,Muscle,,Yes,
5906,SAMN10640481,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"21,344,945","19,147,781",0.8971,15800,0.4952,Muscle,Muscle,Muscle,,Yes,
5907,SAMN10640482,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"31,403,384","28,064,126",0.8937,16358,0.5127,Muscle,Muscle,Muscle,,Yes,
5908,SAMN10640483,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"23,069,478","19,093,342",0.8276,14543,0.4558,Muscle,Muscle,Muscle,,Yes,
5909,SAMN10640484,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"21,663,593","17,957,485",0.8289,14160,0.4438,Muscle,Muscle,Muscle,,Yes,
5910,SAMN10640485,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"21,002,864","17,424,922",0.8296,14650,0.4591,Muscle,Muscle,Muscle,,Yes,
5911,SAMN10640486,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"22,655,692","18,871,129",0.833,14009,0.439,Muscle,Muscle,Muscle,,Yes,
5912,SAMN10640487,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"26,619,275","22,160,287",0.8325,15256,0.4781,Muscle,Muscle,Muscle,,Yes,
5913,SAMN10640488,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"23,462,469","19,423,076",0.8278,14705,0.4609,Muscle,Muscle,Muscle,,Yes,
5914,SAMN10640489,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"20,714,274","17,756,913",0.8572,16047,0.5029,Muscle,Muscle,Muscle,,Yes,
5915,SAMN10640490,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"19,705,249","18,032,153",0.9151,15812,0.4955,Muscle,Muscle,Muscle,,Yes,
5916,SAMN10640491,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"26,107,760","24,433,719",0.9359,18216,0.5709,Muscle,Muscle,Muscle,,Yes,
5917,SAMN10640492,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"21,471,475","17,736,876",0.8261,14194,0.4448,Muscle,Muscle,Muscle,,Yes,
5918,SAMN10640501,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"26,847,617","23,741,796",0.8843,16567,0.5192,Muscle,Muscle,Muscle,,Yes,
5919,SAMN10640502,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"31,902,754","30,362,086",0.9517,15511,0.4861,Muscle,Muscle,Muscle,,Yes,
5920,SAMN10640503,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"29,105,805","27,793,137",0.9549,15728,0.4929,Muscle,Muscle,Muscle,,Yes,
5921,SAMN10640504,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"23,486,487","21,109,423",0.8988,14827,0.4647,Muscle,Muscle,Muscle,,Yes,
5922,SAMN10640505,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"24,314,874","21,979,523",0.904,14891,0.4667,Muscle,Muscle,Muscle,,Yes,
5923,SAMN10640506,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"28,719,361","25,958,278",0.9039,15634,0.49,Muscle,Muscle,Muscle,,Yes,
5924,SAMN10640507,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"22,898,413","20,535,354",0.8968,16066,0.5035,Muscle,Muscle,Muscle,,Yes,
5925,SAMN10640508,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"26,576,625","25,034,006",0.942,17624,0.5523,Muscle,Muscle,Muscle,,Yes,
5926,SAMN10640509,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"22,939,930","20,672,332",0.9012,14751,0.4623,Muscle,Muscle,Muscle,,Yes,
5927,SAMN10640510,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"21,745,123","18,515,999",0.8515,15240,0.4776,Muscle,Muscle,Muscle,,Yes,
5928,SAMN10640511,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"20,641,039","17,489,721",0.8473,16288,0.5105,Muscle,Muscle,Muscle,,Yes,
5929,SAMN10640512,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"27,850,280","25,093,378",0.901,15847,0.4966,Muscle,Muscle,Muscle,,Yes,
5930,SAMN10640513,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"19,638,973","18,373,269",0.9356,16779,0.5259,Muscle,Muscle,Muscle,,Yes,
5931,SAMN10640514,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"25,984,280","23,323,611",0.8976,15751,0.4936,Muscle,Muscle,Muscle,,Yes,
5932,SAMN10640515,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"28,659,411","25,809,047",0.9005,15262,0.4783,Muscle,Muscle,Muscle,,Yes,
5933,SAMN10640516,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"19,360,733","16,257,728",0.8397,14215,0.4455,Muscle,Muscle,Muscle,,Yes,
5934,SAMN10640517,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"26,795,632","25,191,708",0.9401,17952,0.5626,Muscle,Muscle,Muscle,,Yes,
5935,SAMN10640518,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"22,703,475","19,200,539",0.8457,15982,0.5009,Muscle,Muscle,Muscle,,Yes,
5936,SAMN10640519,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"22,617,089","19,090,293",0.8441,14372,0.4504,Muscle,Muscle,Muscle,,Yes,
5937,SAMN10640520,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"23,567,151","19,697,572",0.8358,15082,0.4727,Muscle,Muscle,Muscle,,Yes,
5938,SAMN10640521,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"23,396,867","19,313,726",0.8255,15691,0.4918,Muscle,Muscle,Muscle,,Yes,
5939,SAMN10640522,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"21,898,564","20,514,059",0.9368,17556,0.5502,Muscle,Muscle,Muscle,,Yes,
5940,SAMN10640523,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"24,222,661","20,462,383",0.8448,15555,0.4875,Muscle,Muscle,Muscle,,Yes,
5941,SAMN10640524,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"19,683,775","16,444,991",0.8355,15020,0.4707,Muscle,Muscle,Muscle,,Yes,
5942,SAMN10640525,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"21,058,537","17,582,615",0.8349,14477,0.4537,Muscle,Muscle,Muscle,,Yes,
5943,SAMN10640526,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"18,309,863","15,306,164",0.836,14609,0.4578,Muscle,Muscle,Muscle,,Yes,
5944,SAMN10640527,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"20,930,837","17,415,280",0.832,14955,0.4687,Muscle,Muscle,Muscle,,Yes,
5945,SAMN10640528,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"25,245,724","21,125,967",0.8368,15351,0.4811,Muscle,Muscle,Muscle,,Yes,
5946,SAMN10640529,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"19,974,718","17,307,983",0.8665,15798,0.4951,Muscle,Muscle,Muscle,,Yes,
5947,SAMN10640530,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"19,653,245","16,413,482",0.8352,15123,0.474,Muscle,Muscle,Muscle,,Yes,
5948,SAMN10640531,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"20,856,472","18,003,268",0.8632,14942,0.4683,Muscle,Muscle,Muscle,,Yes,
5949,SAMN10640532,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"23,079,474","19,321,389",0.8372,14630,0.4585,Muscle,Muscle,Muscle,,Yes,
5950,SAMN10640533,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"24,850,440","20,906,206",0.8413,15077,0.4725,Muscle,Muscle,Muscle,,Yes,
5951,SAMN10640534,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"21,293,725","19,578,188",0.9194,16230,0.5086,Muscle,Muscle,Muscle,,Yes,
5952,SAMN10640535,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"20,719,893","17,313,718",0.8356,15279,0.4788,Muscle,Muscle,Muscle,,Yes,
5953,SAMN10640536,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"20,997,071","19,852,326",0.9455,17029,0.5337,Muscle,Muscle,Muscle,,Yes,
5954,SAMN10640537,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"22,062,828","18,537,223",0.8402,14602,0.4576,Muscle,Muscle,Muscle,,Yes,
5955,SAMN10640538,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"25,188,445","20,913,516",0.8303,15178,0.4757,Muscle,Muscle,Muscle,,Yes,
5956,SAMN10640539,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"24,895,566","20,847,434",0.8374,14944,0.4683,Muscle,Muscle,Muscle,,Yes,
5957,SAMN10640540,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"30,042,987","28,217,026",0.9392,17776,0.5571,Muscle,Muscle,Muscle,,Yes,
5958,SAMN10640541,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"19,856,319","18,294,453",0.9213,15626,0.4897,Muscle,Muscle,Muscle,,Yes,
5959,SAMN10640542,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"23,714,002","22,242,884",0.938,17625,0.5524,Muscle,Muscle,Muscle,,Yes,
5960,SAMN10640543,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"24,174,838","20,212,051",0.8361,15307,0.4797,Muscle,Muscle,Muscle,,Yes,
5961,SAMN10640544,PRJNA511588,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x Luchuan,Duroc x Luchuan,Cross,Unknown,Unknown,"23,965,474","20,230,551",0.8442,16142,0.5059,Muscle,Muscle,Muscle,,Yes,
